original_name,id,stochiometry,average_pLDDT,taxond_id,lineage,scientific_name,is_ancestral,nitrogenase_type,status,chain_reference,variant,clade
Anc_818_alt2_001.rechained.pdb,nsdb-002984,DDKK,91.0577435897436,Anc_818_alt2,Anc_818_alt2,Anc_818_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1376_alt4_001.rechained.pdb,nsdb-002985,DDKK,94.47929133858267,Anc_1376_alt4,Anc_1376_alt4,Anc_1376_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1532_alt5_001.rechained.pdb,nsdb-002986,DDKK,94.70432692307692,Anc_1532_alt5,Anc_1532_alt5,Anc_1532_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1331_alt5_001.rechained.pdb,nsdb-002987,DDKK,94.97393208661417,Anc_1331_alt5,Anc_1331_alt5,Anc_1331_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1481_alt2_001.rechained.pdb,nsdb-002988,DDKK,95.06796464646465,Anc_1481_alt2,Anc_1481_alt2,Anc_1481_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1326_alt2_001.rechained.pdb,nsdb-002989,DDKK,95.05035996055227,Anc_1326_alt2,Anc_1326_alt2,Anc_1326_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_774_alt3_001.rechained.pdb,nsdb-002990,DDKK,93.99919207317073,Anc_774_alt3,Anc_774_alt3,Anc_774_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1474_alt5_001.rechained.pdb,nsdb-002991,DDKK,95.09723350253807,Anc_1474_alt5,Anc_1474_alt5,Anc_1474_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1323_alt2_001.rechained.pdb,nsdb-002992,DDKK,95.54995562130178,Anc_1323_alt2,Anc_1323_alt2,Anc_1323_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1296_alt3_001.rechained.pdb,nsdb-002993,DDKK,94.9764081027668,Anc_1296_alt3,Anc_1296_alt3,Anc_1296_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1368_alt4_001.rechained.pdb,nsdb-002994,DDKK,94.67975,Anc_1368_alt4,Anc_1368_alt4,Anc_1368_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1258_alt2_001.rechained.pdb,nsdb-002995,DDKK,94.53443237907207,Anc_1258_alt2,Anc_1258_alt2,Anc_1258_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1354_alt4_001.rechained.pdb,nsdb-002996,DDKK,94.55168505516549,Anc_1354_alt4,Anc_1354_alt4,Anc_1354_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1253_alt2_001.rechained.pdb,nsdb-002997,DDKK,95.2247512437811,Anc_1253_alt2,Anc_1253_alt2,Anc_1253_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1449_alt5_001.rechained.pdb,nsdb-002998,DDKK,95.47008603238866,Anc_1449_alt5,Anc_1449_alt5,Anc_1449_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1473_alt4_001.rechained.pdb,nsdb-002999,DDKK,95.20362665310276,Anc_1473_alt4,Anc_1473_alt4,Anc_1473_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1428_alt2_001.rechained.pdb,nsdb-003000,DDKK,94.73600995024876,Anc_1428_alt2,Anc_1428_alt2,Anc_1428_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1366_alt4_001.rechained.pdb,nsdb-003001,DDKK,95.12910767696908,Anc_1366_alt4,Anc_1366_alt4,Anc_1366_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1228_alt4_001.rechained.pdb,nsdb-003002,DDKK,95.83219897959182,Anc_1228_alt4,Anc_1228_alt4,Anc_1228_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1463_alt2_001.rechained.pdb,nsdb-003003,DDKK,95.5030304568528,Anc_1463_alt2,Anc_1463_alt2,Anc_1463_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1501_alt2_001.rechained.pdb,nsdb-003004,DDKK,94.61013078470825,Anc_1501_alt2,Anc_1501_alt2,Anc_1501_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1442_alt5_001.rechained.pdb,nsdb-003005,DDKK,94.45049107142857,Anc_1442_alt5,Anc_1442_alt5,Anc_1442_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1426_alt5_001.rechained.pdb,nsdb-003006,DDKK,94.20367397806581,Anc_1426_alt5,Anc_1426_alt5,Anc_1426_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1448_alt4_001.rechained.pdb,nsdb-003007,DDKK,95.01252525252526,Anc_1448_alt4,Anc_1448_alt4,Anc_1448_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1460_alt4_001.rechained.pdb,nsdb-003008,DDKK,95.08828760162602,Anc_1460_alt4,Anc_1460_alt4,Anc_1460_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1463_alt3_001.rechained.pdb,nsdb-003009,DDKK,95.49255329949239,Anc_1463_alt3,Anc_1463_alt3,Anc_1463_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1283_alt4_001.rechained.pdb,nsdb-003010,DDKK,93.70550539744848,Anc_1283_alt4,Anc_1283_alt4,Anc_1283_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1442_alt4_001.rechained.pdb,nsdb-003011,DDKK,94.53851686507936,Anc_1442_alt4,Anc_1442_alt4,Anc_1442_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1468_alt5_001.rechained.pdb,nsdb-003012,DDKK,95.0243023255814,Anc_1468_alt5,Anc_1468_alt5,Anc_1468_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1352_alt3_001.rechained.pdb,nsdb-003013,DDKK,94.88258551307847,Anc_1352_alt3,Anc_1352_alt3,Anc_1352_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1374_alt5_001.rechained.pdb,nsdb-003014,DDKK,94.48010385756677,Anc_1374_alt5,Anc_1374_alt5,Anc_1374_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1431_alt3_001.rechained.pdb,nsdb-003015,DDKK,95.05344844844845,Anc_1431_alt3,Anc_1431_alt3,Anc_1431_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1375_alt5_001.rechained.pdb,nsdb-003016,DDKK,94.09204232283464,Anc_1375_alt5,Anc_1375_alt5,Anc_1375_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1527_alt3_001.rechained.pdb,nsdb-003017,DDKK,94.0984309392265,Anc_1527_alt3,Anc_1527_alt3,Anc_1527_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1313_alt5_001.rechained.pdb,nsdb-003018,DDKK,95.32515748031494,Anc_1313_alt5,Anc_1313_alt5,Anc_1313_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1281_alt2_001.rechained.pdb,nsdb-003019,DDKK,95.16014427860698,Anc_1281_alt2,Anc_1281_alt2,Anc_1281_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_780_alt4_001.rechained.pdb,nsdb-003020,DDKK,93.96262170385394,Anc_780_alt4,Anc_780_alt4,Anc_780_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1504_alt2_001.rechained.pdb,nsdb-003021,DDKK,95.3477194752775,Anc_1504_alt2,Anc_1504_alt2,Anc_1504_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1461_alt5_001.rechained.pdb,nsdb-003022,DDKK,95.2942174796748,Anc_1461_alt5,Anc_1461_alt5,Anc_1461_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1496_alt3_001.rechained.pdb,nsdb-003023,DDKK,95.06869323915238,Anc_1496_alt3,Anc_1496_alt3,Anc_1496_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_818_alt4_001.rechained.pdb,nsdb-003024,DDKK,91.5608564102564,Anc_818_alt4,Anc_818_alt4,Anc_818_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1226_alt5_001.rechained.pdb,nsdb-003025,DDKK,95.4581799591002,Anc_1226_alt5,Anc_1226_alt5,Anc_1226_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1207_alt5_001.rechained.pdb,nsdb-003026,DDKK,94.97763406940064,Anc_1207_alt5,Anc_1207_alt5,Anc_1207_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1432_alt3_001.rechained.pdb,nsdb-003027,DDKK,94.78023952095809,Anc_1432_alt3,Anc_1432_alt3,Anc_1432_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1338_alt4_001.rechained.pdb,nsdb-003028,DDKK,95.22461653386455,Anc_1338_alt4,Anc_1338_alt4,Anc_1338_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1278_alt3_001.rechained.pdb,nsdb-003029,DDKK,95.17081256231307,Anc_1278_alt3,Anc_1278_alt3,Anc_1278_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_816_alt5_001.rechained.pdb,nsdb-003030,DDKK,91.48803901437373,Anc_816_alt5,Anc_816_alt5,Anc_816_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1355_alt4_001.rechained.pdb,nsdb-003031,DDKK,94.576325,Anc_1355_alt4,Anc_1355_alt4,Anc_1355_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1467_alt5_001.rechained.pdb,nsdb-003032,DDKK,94.6461448834853,Anc_1467_alt5,Anc_1467_alt5,Anc_1467_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1377_alt2_001.rechained.pdb,nsdb-003033,DDKK,94.10085221674878,Anc_1377_alt2,Anc_1377_alt2,Anc_1377_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1467_alt2_001.rechained.pdb,nsdb-003034,DDKK,94.92095744680852,Anc_1467_alt2,Anc_1467_alt2,Anc_1467_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_802_alt2_001.rechained.pdb,nsdb-003035,DDKK,94.25463900862069,Anc_802_alt2,Anc_802_alt2,Anc_802_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1520_alt4_001.rechained.pdb,nsdb-003036,DDKK,94.93067307692309,Anc_1520_alt4,Anc_1520_alt4,Anc_1520_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1380_alt3_001.rechained.pdb,nsdb-003037,DDKK,94.77975646123261,Anc_1380_alt3,Anc_1380_alt3,Anc_1380_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1337_alt3_001.rechained.pdb,nsdb-003038,DDKK,94.49923306772908,Anc_1337_alt3,Anc_1337_alt3,Anc_1337_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1501_alt4_001.rechained.pdb,nsdb-003039,DDKK,94.57818410462777,Anc_1501_alt4,Anc_1501_alt4,Anc_1501_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_807_alt3_001.rechained.pdb,nsdb-003040,DDKK,94.96273745997867,Anc_807_alt3,Anc_807_alt3,Anc_807_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1403_alt3_001.rechained.pdb,nsdb-003041,DDKK,94.6464405940594,Anc_1403_alt3,Anc_1403_alt3,Anc_1403_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1489_alt3_001.rechained.pdb,nsdb-003042,DDKK,94.97633400200601,Anc_1489_alt3,Anc_1489_alt3,Anc_1489_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1310_alt3_001.rechained.pdb,nsdb-003043,DDKK,95.37015255905511,Anc_1310_alt3,Anc_1310_alt3,Anc_1310_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_819_alt3_001.rechained.pdb,nsdb-003044,DDKK,93.18473360655736,Anc_819_alt3,Anc_819_alt3,Anc_819_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1285_alt2_001.rechained.pdb,nsdb-003045,DDKK,94.76788270377733,Anc_1285_alt2,Anc_1285_alt2,Anc_1285_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1377_alt4_001.rechained.pdb,nsdb-003046,DDKK,93.63732019704435,Anc_1377_alt4,Anc_1377_alt4,Anc_1377_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1311_alt4_001.rechained.pdb,nsdb-003047,DDKK,95.09748031496063,Anc_1311_alt4,Anc_1311_alt4,Anc_1311_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1494_alt3_001.rechained.pdb,nsdb-003048,DDKK,95.3804898989899,Anc_1494_alt3,Anc_1494_alt3,Anc_1494_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1312_alt5_001.rechained.pdb,nsdb-003049,DDKK,95.5639124015748,Anc_1312_alt5,Anc_1312_alt5,Anc_1312_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1502_alt4_001.rechained.pdb,nsdb-003050,DDKK,95.47851460221551,Anc_1502_alt4,Anc_1502_alt4,Anc_1502_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1301_alt2_001.rechained.pdb,nsdb-003051,DDKK,95.18594311377245,Anc_1301_alt2,Anc_1301_alt2,Anc_1301_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1332_alt5_001.rechained.pdb,nsdb-003052,DDKK,95.20478838582677,Anc_1332_alt5,Anc_1332_alt5,Anc_1332_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1336_alt4_001.rechained.pdb,nsdb-003053,DDKK,94.28105807086615,Anc_1336_alt4,Anc_1336_alt4,Anc_1336_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1298_alt5_001.rechained.pdb,nsdb-003054,DDKK,95.24216633466135,Anc_1298_alt5,Anc_1298_alt5,Anc_1298_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1273_alt2_001.rechained.pdb,nsdb-003055,DDKK,95.98688059701492,Anc_1273_alt2,Anc_1273_alt2,Anc_1273_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1511_alt4_001.rechained.pdb,nsdb-003056,DDKK,94.41167338709678,Anc_1511_alt4,Anc_1511_alt4,Anc_1511_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1367_alt5_001.rechained.pdb,nsdb-003057,DDKK,94.89086913086913,Anc_1367_alt5,Anc_1367_alt5,Anc_1367_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1420_alt5_001.rechained.pdb,nsdb-003058,DDKK,94.45132235528942,Anc_1420_alt5,Anc_1420_alt5,Anc_1420_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1285_alt4_001.rechained.pdb,nsdb-003059,DDKK,94.8556560636183,Anc_1285_alt4,Anc_1285_alt4,Anc_1285_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1341_alt5_001.rechained.pdb,nsdb-003060,DDKK,95.30958417849898,Anc_1341_alt5,Anc_1341_alt5,Anc_1341_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1253_alt4_001.rechained.pdb,nsdb-003061,DDKK,94.96507960199006,Anc_1253_alt4,Anc_1253_alt4,Anc_1253_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1264_alt5_001.rechained.pdb,nsdb-003062,DDKK,95.65071076011847,Anc_1264_alt5,Anc_1264_alt5,Anc_1264_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1307_alt4_001.rechained.pdb,nsdb-003063,DDKK,95.06091222879685,Anc_1307_alt4,Anc_1307_alt4,Anc_1307_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1439_alt4_001.rechained.pdb,nsdb-003064,DDKK,95.346885,Anc_1439_alt4,Anc_1439_alt4,Anc_1439_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1295_alt5_001.rechained.pdb,nsdb-003065,DDKK,95.12018774703557,Anc_1295_alt5,Anc_1295_alt5,Anc_1295_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_777_alt4_001.rechained.pdb,nsdb-003066,DDKK,94.04784333672431,Anc_777_alt4,Anc_777_alt4,Anc_777_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1218_alt5_001.rechained.pdb,nsdb-003067,DDKK,95.61638144329895,Anc_1218_alt5,Anc_1218_alt5,Anc_1218_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1410_alt5_001.rechained.pdb,nsdb-003068,DDKK,95.01963463463464,Anc_1410_alt5,Anc_1410_alt5,Anc_1410_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1517_alt5_001.rechained.pdb,nsdb-003069,DDKK,95.01086868686869,Anc_1517_alt5,Anc_1517_alt5,Anc_1517_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1227_alt2_001.rechained.pdb,nsdb-003070,DDKK,95.50326175869121,Anc_1227_alt2,Anc_1227_alt2,Anc_1227_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1441_alt5_001.rechained.pdb,nsdb-003071,DDKK,94.51941410129095,Anc_1441_alt5,Anc_1441_alt5,Anc_1441_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1391_alt3_001.rechained.pdb,nsdb-003072,DDKK,94.63656843156843,Anc_1391_alt3,Anc_1391_alt3,Anc_1391_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1238_alt5_001.rechained.pdb,nsdb-003073,DDKK,95.04506993006991,Anc_1238_alt5,Anc_1238_alt5,Anc_1238_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1383_alt2_001.rechained.pdb,nsdb-003074,DDKK,94.76251491053678,Anc_1383_alt2,Anc_1383_alt2,Anc_1383_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1466_alt3_001.rechained.pdb,nsdb-003075,DDKK,95.25991379310344,Anc_1466_alt3,Anc_1466_alt3,Anc_1466_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_798_alt4_001.rechained.pdb,nsdb-003076,DDKK,94.43722698072804,Anc_798_alt4,Anc_798_alt4,Anc_798_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_819_alt4_001.rechained.pdb,nsdb-003077,DDKK,93.5420286885246,Anc_819_alt4,Anc_819_alt4,Anc_819_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1400_alt5_001.rechained.pdb,nsdb-003078,DDKK,94.5696410767697,Anc_1400_alt5,Anc_1400_alt5,Anc_1400_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1452_alt4_001.rechained.pdb,nsdb-003079,DDKK,94.60519019019019,Anc_1452_alt4,Anc_1452_alt4,Anc_1452_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1224_alt5_001.rechained.pdb,nsdb-003080,DDKK,95.13974696356276,Anc_1224_alt5,Anc_1224_alt5,Anc_1224_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_806_alt2_001.rechained.pdb,nsdb-003081,DDKK,93.65958638743456,Anc_806_alt2,Anc_806_alt2,Anc_806_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1316_alt4_001.rechained.pdb,nsdb-003082,DDKK,95.37431102362204,Anc_1316_alt4,Anc_1316_alt4,Anc_1316_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1470_alt3_001.rechained.pdb,nsdb-003083,DDKK,94.77389114954222,Anc_1470_alt3,Anc_1470_alt3,Anc_1470_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1523_alt5_001.rechained.pdb,nsdb-003084,DDKK,95.16256072874495,Anc_1523_alt5,Anc_1523_alt5,Anc_1523_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_784_alt4_001.rechained.pdb,nsdb-003085,DDKK,93.70520304568528,Anc_784_alt4,Anc_784_alt4,Anc_784_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_789_alt4_001.rechained.pdb,nsdb-003086,DDKK,94.98328277356447,Anc_789_alt4,Anc_789_alt4,Anc_789_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
Anc_1528_alt5_001.rechained.pdb,nsdb-003087,DDKK,94.09288228822882,Anc_1528_alt5,Anc_1528_alt5,Anc_1528_alt5,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT5,other
Anc_1461_alt2_001.rechained.pdb,nsdb-003088,DDKK,95.1783587398374,Anc_1461_alt2,Anc_1461_alt2,Anc_1461_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1305_alt3_001.rechained.pdb,nsdb-003089,DDKK,95.3935523715415,Anc_1305_alt3,Anc_1305_alt3,Anc_1305_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1460_alt2_001.rechained.pdb,nsdb-003090,DDKK,95.24255589430895,Anc_1460_alt2,Anc_1460_alt2,Anc_1460_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1299_alt2_001.rechained.pdb,nsdb-003091,DDKK,95.32884960159362,Anc_1299_alt2,Anc_1299_alt2,Anc_1299_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1460_alt3_001.rechained.pdb,nsdb-003092,DDKK,95.3876168699187,Anc_1460_alt3,Anc_1460_alt3,Anc_1460_alt3,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT3,other
Anc_1489_alt2_001.rechained.pdb,nsdb-003093,DDKK,94.82158475426279,Anc_1489_alt2,Anc_1489_alt2,Anc_1489_alt2,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT2,other
Anc_1320_alt4_001.rechained.pdb,nsdb-003094,DDKK,95.03090953785645,Anc_1320_alt4,Anc_1320_alt4,Anc_1320_alt4,True,Anc,silver,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",ALT4,other
